Gmina,Powiat,70+ lat,12-19 lat,20-39 lat,40-59 lat,60-69 lat,Województwo,Grupa wiekowa,Liczba ludności,Pacjenci w pełni zaszczepieni,% pacjentów zaszczepionych pełną dawką,Pacjenci zaszczepieni przynajmniej jedną dawką
gm.w. Krynice,tomaszowski,302,13,127,222,175,lubelskie,:,3204,476,"14,86%",839
gm.w. Pawłów,starachowicki,1011,75,784,1456,932,świętokrzyskie,:,15187,2250,"14,82%",4258
gm.w. Batorz,janowski,243,10,114,285,204,lubelskie,:,3227,478,"14,81%",856
gm.w. Komarówka Podlaska,radzyński,326,15,145,290,249,lubelskie,:,4133,612,"14,81%",1025
gm.w. Główczyce,słupski,498,33,388,670,613,pomorskie,:,8880,1315,"14,81%",2202
gm.w. Niechanowo,gnieźnieński,365,38,460,667,397,wielkopolskie,:,6036,894,"14,81%",1927
gm.w. Lubań,lubański,343,34,367,654,456,dolnośląskie,:,6569,972,"14,80%",1854
gm.w. Grodzisko Dolne,leżajski,520,31,344,610,409,podkarpackie,:,7966,1179,"14,80%",1914
gm.w. Gnojnik,brzeski,436,23,340,627,380,małopolskie,:,8020,1185,"14,78%",1806
gm.m-w. Stary Sącz,nowosądecki,1301,125,1364,2127,1418,małopolskie,:,23793,3516,"14,78%",6335
gm.w. Domaradz,brzozowski,322,12,239,399,298,podkarpackie,:,6055,895,"14,78%",1270
gm.m-w. Bobowa,gorlicki,555,46,454,802,554,małopolskie,:,9805,1448,"14,77%",2411
gm.w. Wiśniowa,strzyżowski,470,53,394,631,439,podkarpackie,:,7988,1180,"14,77%",1987
gm.w. Szumowo,zambrowski,325,14,207,388,300,podlaskie,:,4759,703,"14,77%",1234
gm.w. Grunwald,ostródzki,295,25,282,536,413,warmińsko-mazurskie,:,5566,822,"14,77%",1551
gm.w. Kramsk,koniński,807,70,677,1248,677,wielkopolskie,:,11337,1675,"14,77%",3479
gm.w. Stubno,przemyski,227,14,159,256,266,podkarpackie,:,3863,570,"14,76%",922
gm.w. Szypliszki,suwalski,290,12,171,291,218,podlaskie,:,3884,573,"14,75%",982
gm.w. Żegocina,bocheński,320,21,294,507,339,małopolskie,:,5582,823,"14,74%",1481
gm.w. Chełmiec,nowosądecki,1300,227,2026,3057,1625,małopolskie,:,28959,4268,"14,74%",8235
gm.w. Zambrów,zambrowski,558,30,428,832,521,podlaskie,:,8784,1295,"14,74%",2369
gm.w. Niwiska,kolbuszowski,319,16,221,412,240,podkarpackie,:,6066,893,"14,72%",1208
gm.w. Mikołajki Pomorskie,sztumski,231,29,235,353,276,pomorskie,:,3613,532,"14,72%",1124
gm.w. Potok Wielki,janowski,321,24,206,404,245,lubelskie,:,4561,671,"14,71%",1200
gm.m-w. Brusy,chojnicki,879,71,814,1291,870,pomorskie,:,14627,2151,"14,71%",3925
gm.w. Kawęczyn,turecki,371,15,219,455,341,wielkopolskie,:,5187,763,"14,71%",1401
gm.w. Sławno,opoczyński,525,61,462,779,524,łódzkie,:,7645,1123,"14,69%",2351
gm.w. Wielgomłyny,radomszczański,389,14,176,309,256,łódzkie,:,4510,662,"14,68%",1144
gm.w. Szydłowo,mławski,299,17,222,432,314,mazowieckie,:,4537,666,"14,68%",1284
gm.w. Dydnia,brzozowski,353,25,313,567,371,podkarpackie,:,7886,1158,"14,68%",1629
gm.w. Doruchów,ostrzeszowski,374,30,260,465,359,wielkopolskie,:,5373,789,"14,68%",1488
gm.w. Ruda-Huta,chełmski,295,28,187,421,329,lubelskie,:,4474,656,"14,66%",1260
gm.w. Morzeszczyn,tczewski,151,4,191,339,279,pomorskie,:,3649,535,"14,66%",964
gm.m-w. Radłów,tarnowski,540,49,516,843,537,małopolskie,:,9604,1407,"14,65%",2485
gm.w. Rokietnica,jarosławski,233,27,221,330,238,podkarpackie,:,4313,632,"14,65%",1049
gm.m-w. Nowa Sarzyna,leżajski,1190,92,926,1501,1177,podkarpackie,:,21489,3148,"14,65%",4886
gm.w. Pysznica,stalowowolski,550,52,457,965,554,podkarpackie,:,11335,1661,"14,65%",2578
gm.w. Sawin,chełmski,342,25,215,413,377,lubelskie,:,5417,793,"14,64%",1372
gm.w. Walce,krapkowicki,334,28,302,358,290,opolskie,:,5374,787,"14,64%",1312
gm.m-w. Kisielice,iławski,381,24,269,492,403,warmińsko-mazurskie,:,5941,869,"14,63%",1569
gm.w. Trzcianne,moniecki,326,13,125,267,224,podlaskie,:,4193,613,"14,62%",955
gm.w. Płońsk,płoński,408,58,546,984,452,mazowieckie,:,8015,1171,"14,61%",2448
gm.m-w. Prabuty,kwidzyński,823,56,588,1114,977,pomorskie,:,12998,1895,"14,58%",3558
gm.w. Gręboszów,dąbrowski,266,6,112,204,200,małopolskie,:,3316,483,"14,57%",788
gm.w. Leżajsk,leżajski,993,72,831,1522,1048,podkarpackie,:,20256,2951,"14,57%",4466
gm.w. Warlubie,świecki,381,25,265,568,415,kujawsko-pomorskie,:,6464,941,"14,56%",1654
gm.w. Grabica,piotrkowski,499,24,337,570,422,łódzkie,:,6077,885,"14,56%",1852
gm.w. Krempna,jasielski,98,6,67,108,119,podkarpackie,:,1848,269,"14,56%",398
gm.w. Dębowa Łąka,wąbrzeski,218,11,146,360,191,kujawsko-pomorskie,:,3154,459,"14,55%",926
gm.w. Firlej,lubartowski,419,20,223,423,344,lubelskie,:,5840,850,"14,55%",1429
gm.w. Zapolice,zduńskowolski,309,33,321,521,382,łódzkie,:,5243,763,"14,55%",1566
gm.m-w. Czerniejewo,gnieźnieński,473,57,521,843,496,wielkopolskie,:,7388,1075,"14,55%",2390
gm.m-w. Korsze,kętrzyński,627,41,412,711,716,warmińsko-mazurskie,:,9540,1387,"14,54%",2507
gm.w. Poświętne,wołomiński,326,21,301,538,392,mazowieckie,:,6239,906,"14,52%",1578
gm.w. Czarna,dębicki,682,53,663,1064,687,podkarpackie,:,13158,1911,"14,52%",3149
gm.w. Klonowa,sieradzki,245,15,145,283,168,łódzkie,:,2888,419,"14,51%",856
gm.m-w. Zakliczyn,tarnowski,723,25,496,921,671,małopolskie,:,12536,1818,"14,50%",2836
gm.w. Jeleśnia,żywiecki,858,54,717,1331,798,śląskie,:,13210,1916,"14,50%",3758
gm.w. Kamień,chełmski,256,21,172,411,285,lubelskie,:,4162,603,"14,49%",1145
gm.m-w. Szczucin,dąbrowski,830,67,721,1308,778,małopolskie,:,13103,1898,"14,49%",3704
gm.w. Dorohusk,chełmski,413,23,247,504,424,lubelskie,:,6321,915,"14,48%",1611
gm.w. Masłowice,radomszczański,346,17,218,396,321,łódzkie,:,4139,599,"14,47%",1298
gm.w. Tarłów,opatowski,377,10,211,323,394,świętokrzyskie,:,5067,733,"14,47%",1315
gm.w. Skórcz,starogardzki,263,13,212,398,312,pomorskie,:,4639,671,"14,46%",1198
gm.w. Ełk,ełcki,538,66,585,1141,726,warmińsko-mazurskie,:,11910,1722,"14,46%",3056
gm.w. Michów,lubartowski,483,12,211,438,376,lubelskie,:,5751,831,"14,45%",1520
gm.w. Orońsko,szydłowiecki,357,22,291,463,332,mazowieckie,:,5953,860,"14,45%",1465
gm.w. Krzeszów,niżański,277,15,172,291,250,podkarpackie,:,4228,611,"14,45%",1005
gm.w. Radłów,oleski,242,12,171,313,219,opolskie,:,4238,612,"14,44%",957
gm.w. Osieczna,starogardzki,161,11,145,295,202,pomorskie,:,2887,417,"14,44%",814
gm.w. Pawonków,lubliniecki,419,18,282,506,389,śląskie,:,6615,955,"14,44%",1614
gm.w. Babiak,kolski,515,23,328,646,480,wielkopolskie,:,7832,1130,"14,43%",1992
gm.w. Wiśniewo,mławski,337,18,223,550,323,mazowieckie,:,5196,749,"14,41%",1451
gm.m-w. Pruchnik,jarosławski,518,34,342,661,502,podkarpackie,:,9654,1390,"14,40%",2057
gm.w. Cisna,leski,127,8,97,275,156,podkarpackie,:,1771,255,"14,40%",663
gm.w. Dębno,brzeski,881,49,731,1245,790,małopolskie,:,14751,2121,"14,38%",3696
gm.w. Jaśliska,krośnieński,147,8,95,185,116,podkarpackie,:,2170,312,"14,38%",551
gm.w. Bystra-Sidzina,suski,406,30,348,680,373,małopolskie,:,6895,991,"14,37%",1837
gm.w. Przerośl,suwalski,182,11,136,177,139,podlaskie,:,2907,417,"14,34%",645
gm.w. Bełżec,tomaszowski,231,16,155,309,242,lubelskie,:,3300,473,"14,33%",953
gm.w. Wadowice Górne,mielecki,405,25,362,710,338,podkarpackie,:,7738,1109,"14,33%",1840
gm.w. Koło,kolski,487,34,422,903,523,wielkopolskie,:,7855,1126,"14,33%",2369
gm.m-w. Radoszyce,konecki,559,18,378,546,527,świętokrzyskie,:,8760,1254,"14,32%",2028
gm.w. Gostycyn,tucholski,379,43,301,546,407,kujawsko-pomorskie,:,5199,744,"14,31%",1676
gm.w. Kadzidło,ostrołęcki,515,44,479,865,619,mazowieckie,:,11307,1618,"14,31%",2522
gm.w. Lubartów,lubartowski,602,43,597,1033,578,lubelskie,:,11868,1695,"14,28%",2853
gm.w. Kleszczów,bełchatowski,293,30,364,595,346,łódzkie,:,6418,916,"14,27%",1628
gm.w. Gronowo Elbląskie,elbląski,259,30,336,577,489,warmińsko-mazurskie,:,5115,730,"14,27%",1691
gm.m-w. Nowogrodziec,bolesławiecki,947,61,801,1459,1122,dolnośląskie,:,15229,2172,"14,26%",4390
gm.w. Sędziejowice,łaski,511,32,301,565,459,łódzkie,:,6343,904,"14,25%",1868
gm.m-w. Krajenka,złotowski,464,71,464,800,600,wielkopolskie,:,7524,1072,"14,25%",2399
gm.w. Korzenna,nowosądecki,727,70,852,1316,779,małopolskie,:,14546,2071,"14,24%",3744
gm.m-w. Bodzentyn,kielecki,669,38,638,1053,747,świętokrzyskie,:,11426,1627,"14,24%",3145
gm.m-w. Jedwabne,łomżyński,332,18,175,356,287,podlaskie,:,5234,744,"14,21%",1168
gm.w. Bakałarzewo,suwalski,151,10,153,238,214,podlaskie,:,3091,439,"14,20%",766
gm.w. Olesno,dąbrowski,432,27,340,577,401,małopolskie,:,7928,1125,"14,19%",1777
gm.w. Waśniów,ostrowiecki,552,29,315,471,454,świętokrzyskie,:,6766,960,"14,19%",1821
gm.m-w. Książ Wielkopolski,śremski,465,41,443,721,576,wielkopolskie,:,8471,1200,"14,17%",2246
gm.w. Kalinowo,ełcki,426,23,227,526,464,warmińsko-mazurskie,:,6670,944,"14,15%",1666
gm.w. Lisia Góra,tarnowski,787,82,837,1398,746,małopolskie,:,15432,2176,"14,10%",3850
gm.m-w. Stawiski,kolneński,411,21,229,391,288,podlaskie,:,6069,856,"14,10%",1340
gm.w. Tymbark,limanowski,315,35,462,615,376,małopolskie,:,6608,931,"14,09%",1803
gm.w. Ulhówek,tomaszowski,373,12,175,340,318,lubelskie,:,4455,627,"14,07%",1218
gm.w. Wolanów,radomski,477,49,469,805,519,mazowieckie,:,8894,1250,"14,05%",2319
gm.w. Piątnica,łomżyński,604,37,508,825,579,podlaskie,:,10666,1499,"14,05%",2553
gm.w. Przykona,turecki,326,16,231,359,252,wielkopolskie,:,4633,650,"14,03%",1184
gm.w. Siemiatycze,siemiatycki,423,9,214,386,296,podlaskie,:,6026,845,"14,02%",1328
gm.w. Bircza,przemyski,364,22,238,401,356,podkarpackie,:,6470,906,14%,1381
gm.w. Grębów,tarnobrzeski,538,24,488,812,434,podkarpackie,:,10010,1401,14%,2296
gm.w. Ciasna,lubliniecki,431,35,362,533,401,śląskie,:,7388,1034,14%,1762
gm.w. Jodłowa,dębicki,316,17,231,394,296,podkarpackie,:,5310,743,"13,99%",1254
gm.w. Rozogi,szczycieński,307,21,257,534,323,warmińsko-mazurskie,:,5497,769,"13,99%",1442
gm.m-w. Szlichtyngowa,wschowski,307,28,269,486,359,lubuskie,:,5019,701,"13,97%",1449
gm.w. Wydminy,giżycki,462,33,291,554,473,warmińsko-mazurskie,:,6176,862,"13,96%",1813
gm.w. Aleksandrów,biłgorajski,220,8,118,231,180,lubelskie,:,3269,456,"13,95%",757
gm.w. Biłgoraj,biłgorajski,659,66,571,1062,738,lubelskie,:,13381,1866,"13,95%",3096
gm.w. Łużna,gorlicki,446,49,419,720,484,małopolskie,:,8517,1188,"13,95%",2118
gm.w. Łącko,nowosądecki,846,58,823,1497,917,małopolskie,:,16579,2313,"13,95%",4141
gm.w. Księżpol,biłgorajski,407,19,287,566,415,lubelskie,:,6893,961,"13,94%",1694
gm.w. Bełchatów,bełchatowski,555,51,663,1310,846,łódzkie,:,11838,1650,"13,94%",3425
gm.m-w. Ciężkowice,tarnowski,676,65,616,885,597,małopolskie,:,11237,1565,"13,93%",2839
gm.w. Iława,iławski,648,67,715,1429,890,warmińsko-mazurskie,:,13073,1818,"13,91%",3749
gm.w. Niedźwiada,lubartowski,381,18,202,523,293,lubelskie,:,6139,853,"13,89%",1417
gm.m-w. Pieńsk,zgorzelecki,519,32,330,653,675,dolnośląskie,:,9025,1252,"13,87%",2209
gm.w. Kowale Oleckie,olecki,348,14,215,383,370,warmińsko-mazurskie,:,4933,684,"13,87%",1330
gm.w. Słubice,płocki,302,11,186,319,259,mazowieckie,:,4415,612,"13,86%",1077
gm.m-w. Sokołów Małopolski,rzeszowski,780,57,716,1237,800,podkarpackie,:,17268,2390,"13,84%",3590
gm.w. Przytuły,łomżyński,142,9,77,144,100,podlaskie,:,2059,285,"13,84%",472
gm.w. Linia,wejherowski,287,32,332,605,312,pomorskie,:,6459,894,"13,84%",1568
gm.w. Śniadowo,łomżyński,340,12,219,358,280,podlaskie,:,5280,730,"13,83%",1209
gm.w. Czemierniki,radzyński,329,12,182,329,244,lubelskie,:,4265,589,"13,81%",1096
gm.w. Chełmno,chełmiński,260,43,393,666,354,kujawsko-pomorskie,:,6157,849,"13,79%",1716
gm.w. Stoczek Łukowski,łukowski,429,32,290,582,434,lubelskie,:,7744,1068,"13,79%",1767
gm.w. Słońsk,sulęciński,250,25,287,425,300,lubuskie,:,4774,658,"13,78%",1287
gm.m-w. Trzemeszno,gnieźnieński,1060,80,821,1406,1071,wielkopolskie,:,14222,1960,"13,78%",4438
gm.w. Stara Kornica,łosicki,380,21,195,342,279,mazowieckie,:,4696,645,"13,74%",1217
gm.w. Smyków,konecki,258,9,177,244,206,świętokrzyskie,:,3768,517,"13,72%",894
gm.w. Chodzież,chodzieski,327,47,395,761,455,wielkopolskie,:,6136,842,"13,72%",1985
gm.w. Tyrawa Wołoska,sanocki,111,3,76,139,87,podkarpackie,:,1976,271,"13,71%",416
gm.w. Rzepiennik Strzyżews,tarnowski,397,27,303,538,369,małopolskie,:,6750,925,"13,70%",1634
gm.w. Kętrzyn,kętrzyński,442,58,497,823,536,warmińsko-mazurskie,:,8227,1125,"13,67%",2356
gm.w. Raniżów,kolbuszowski,320,20,261,403,326,podkarpackie,:,6999,956,"13,66%",1330
gm.w. Bobowo,starogardzki,152,14,153,292,163,pomorskie,:,3199,437,"13,66%",774
gm.m-w. Wielbark,szczycieński,343,20,252,554,417,warmińsko-mazurskie,:,6456,882,"13,66%",1586
gm.w. Moszczenica,gorlicki,268,19,175,369,285,małopolskie,:,5026,686,"13,65%",1116
gm.w. Goraj,biłgorajski,321,7,123,235,202,lubelskie,:,4041,551,"13,64%",888
gm.w. Brudzew,turecki,435,23,297,550,370,wielkopolskie,:,5958,811,"13,61%",1675
gm.w. Nowy Targ,nowotarski,1323,79,926,1794,1168,małopolskie,:,24131,3277,"13,58%",5290
gm.w. Koźminek,kaliski,525,44,391,750,474,wielkopolskie,:,7548,1023,"13,55%",2184
gm.w. Nowy Żmigród,jasielski,487,26,310,553,470,podkarpackie,:,8933,1208,"13,52%",1846
gm.w. Szczytniki,kaliski,546,24,355,655,486,wielkopolskie,:,7797,1053,"13,51%",2066
gm.w. Paradyż,opoczyński,346,24,243,447,282,łódzkie,:,4327,584,"13,50%",1342
gm.w. Zbuczyn,siedlecki,590,16,362,732,492,mazowieckie,:,10053,1357,"13,50%",2192
gm.w. Kobylin-Borzymy,wysokomazowiecki,243,10,95,199,174,podlaskie,:,3148,425,"13,50%",721
gm.w. Zawady,białostocki,188,4,82,177,146,podlaskie,:,2686,362,"13,48%",597
gm.w. Domanice,siedlecki,158,7,103,168,153,mazowieckie,:,2620,353,"13,47%",589
gm.w. Kolno,kolneński,486,25,332,600,432,podlaskie,:,8498,1145,"13,47%",1875
gm.w. Brzeziny,kaliski,373,23,249,429,319,wielkopolskie,:,5792,775,"13,38%",1393
gm.w. Trzebieszów,łukowski,454,17,299,552,423,lubelskie,:,7320,978,"13,36%",1745
gm.w. Ulan-Majorat,radzyński,342,15,260,401,328,lubelskie,:,5962,796,"13,35%",1346
gm.m-w. Pilzno,dębicki,928,78,870,1424,846,podkarpackie,:,18233,2434,"13,35%",4146
gm.w. Kwidzyn,kwidzyński,494,85,632,1253,793,pomorskie,:,11435,1526,"13,35%",3257
gm.m-w. Ryglice,tarnowski,620,55,536,937,616,małopolskie,:,11623,1551,"13,34%",2764
gm.w. Chlewiska,szydłowiecki,381,11,235,344,372,mazowieckie,:,5865,782,"13,33%",1343
gm.w. Augustów,augustowski,337,38,353,531,347,podlaskie,:,6742,899,"13,33%",1606
gm.w. Goszczanów,sieradzki,408,10,192,335,282,łódzkie,:,5419,722,"13,32%",1227
gm.w. Godziszów,janowski,402,23,233,392,286,lubelskie,:,5749,761,"13,24%",1336
gm.w. Ochotnica Dolna,nowotarski,382,38,360,704,427,małopolskie,:,8503,1124,"13,22%",1911
gm.w. Piecki,mrągowski,448,32,324,594,526,warmińsko-mazurskie,:,7555,999,"13,22%",1924
gm.w. Łapsze Niżne,nowotarski,561,30,409,694,473,małopolskie,:,9355,1236,"13,21%",2167
gm.w. Kołczygłowy,bytowski,258,15,195,357,344,pomorskie,:,4232,558,"13,19%",1169
gm.w. Miastkowo,łomżyński,200,13,171,288,206,podlaskie,:,4216,555,"13,16%",878
gm.w. Ciepielów,lipski,381,22,233,375,311,mazowieckie,:,5504,724,"13,15%",1322
gm.w. Frysztak,strzyżowski,524,40,422,707,491,podkarpackie,:,10338,1359,"13,15%",2184
gm.w. Pionki,radomski,520,27,428,756,607,mazowieckie,:,9932,1304,"13,13%",2338
gm.w. Kąkolewnica,radzyński,532,22,326,536,401,lubelskie,:,7967,1045,"13,12%",1817
gm.m-w. Przedecz,kolski,329,16,186,281,318,wielkopolskie,:,4071,533,"13,09%",1130
gm.w. Ropa,gorlicki,273,16,211,379,261,małopolskie,:,5536,724,"13,08%",1140
gm.w. Kamionka Wielka,nowosądecki,452,73,668,1004,516,małopolskie,:,10485,1371,"13,08%",2713
gm.w. Mrągowo,mrągowski,395,36,353,749,529,warmińsko-mazurskie,:,8023,1049,"13,07%",2062
gm.w. Krzywda,łukowski,569,21,420,739,549,lubelskie,:,10412,1359,"13,05%",2298
gm.m-w. Mogilno,mogileński,2067,99,1514,2581,1926,kujawsko-pomorskie,:,24518,3197,"13,04%",8187
gm.w. Lipinki,gorlicki,380,29,294,470,356,małopolskie,:,6800,887,"13,04%",1529
gm.w. Zbójna,łomżyński,243,13,177,367,195,podlaskie,:,4169,543,"13,02%",995
gm.w. Dzwola,janowski,414,10,214,416,291,lubelskie,:,6161,800,"12,98%",1345
gm.w. Skórzec,siedlecki,424,20,316,568,394,mazowieckie,:,7914,1027,"12,98%",1722
gm.w. Bukowsko,sanocki,274,15,203,338,285,podkarpackie,:,5463,709,"12,98%",1115
gm.w. Czajków,ostrzeszowski,207,13,107,252,176,wielkopolskie,:,2505,325,"12,97%",755
gm.w. Lelis,ostrołęcki,385,62,453,883,506,mazowieckie,:,9780,1267,"12,96%",2289
gm.w. Tczów,zwoleński,292,7,209,414,301,mazowieckie,:,4874,630,"12,93%",1223
gm.m-w. Kock,lubartowski,375,15,230,420,352,lubelskie,:,6311,814,"12,90%",1392
gm.w. Wielopole Skrzyńskie,ropczycko-sędziszowski,398,27,330,569,345,podkarpackie,:,8094,1043,"12,89%",1669
gm.w. Radzyń Podlaski,radzyński,418,33,362,597,448,lubelskie,:,8081,1041,"12,88%",1858
gm.w. Grybów,nowosądecki,1122,112,1476,2370,1298,małopolskie,:,25618,3296,"12,87%",6378
gm.w. Łopuszno,kielecki,533,38,508,822,478,świętokrzyskie,:,8924,1148,"12,86%",2379
gm.w. Limanowa,limanowski,968,187,1609,2452,1204,małopolskie,:,25797,3312,"12,84%",6420
gm.w. Lipnica,bytowski,306,15,262,428,313,pomorskie,:,5202,668,"12,84%",1324
gm.w. Lichnowy,malborski,227,9,201,488,316,pomorskie,:,4618,593,"12,84%",1241
gm.w. Żytno,radomszczański,394,13,193,335,278,łódzkie,:,5080,651,"12,82%",1213
gm.w. Spytkowice,nowotarski,229,11,185,309,221,małopolskie,:,4626,593,"12,82%",955
gm.w. Świętajno,olecki,230,12,164,287,291,warmińsko-mazurskie,:,3906,500,"12,80%",984
gm.w. Rytro,nowosądecki,194,20,202,339,192,małopolskie,:,3752,480,"12,79%",947
gm.w. Mirów,szydłowiecki,201,20,166,233,191,mazowieckie,:,3859,492,"12,75%",811
gm.w. Budziszewice,tomaszowski,139,12,106,158,135,łódzkie,:,2161,275,"12,73%",550
gm.w. Przytyk,radomski,418,35,270,550,452,mazowieckie,:,7290,927,"12,72%",1725
gm.w. Wałcz,wałecki,669,70,807,1357,1021,zachodniopomorskie,:,12664,1611,"12,72%",3924
gm.w. Olszówka,kolski,325,7,164,311,284,wielkopolskie,:,4471,568,"12,70%",1091
gm.w. Łososina Dolna,nowosądecki,590,51,589,830,511,małopolskie,:,11165,1413,"12,66%",2571
gm.w. Iwkowa,brzeski,401,33,235,477,296,małopolskie,:,6512,824,"12,65%",1442
gm.w. Brąszewice,sieradzki,302,13,201,318,234,łódzkie,:,4466,564,"12,63%",1068
gm.w. Lubawa,iławski,582,43,522,837,566,warmińsko-mazurskie,:,10717,1353,"12,62%",2550
gm.w. Kamienica,limanowski,281,41,339,617,347,małopolskie,:,7883,993,"12,60%",1625
gm.w. Tłuchowo,lipnowski,308,24,268,397,284,kujawsko-pomorskie,:,4656,586,"12,59%",1281
gm.w. Parysów,garwoliński,262,15,227,414,283,mazowieckie,:,4143,520,"12,55%",1201
gm.w. Stare Juchy,ełcki,202,22,146,304,222,warmińsko-mazurskie,:,3697,464,"12,55%",896
gm.w. Przyłęk,zwoleński,392,25,215,407,332,mazowieckie,:,6082,762,"12,53%",1371
gm.w. Sadlinki,kwidzyński,233,26,304,511,369,pomorskie,:,6002,752,"12,53%",1443
gm.w. Istebna,cieszyński,511,39,484,928,761,śląskie,:,12184,1521,"12,48%",2723
gm.w. Gózd,radomski,387,30,511,742,462,mazowieckie,:,9070,1131,"12,47%",2132
gm.w. Ludwin,łęczyński,282,27,234,460,295,lubelskie,:,5655,701,"12,40%",1298
gm.m-w. Skaryszew,radomski,706,76,879,1408,772,mazowieckie,:,14821,1833,"12,37%",3841
gm.w. Tryńcza,przeworski,412,33,319,607,407,podkarpackie,:,8498,1050,"12,36%",1778
gm.w. Malanów,turecki,394,26,266,462,340,wielkopolskie,:,6547,808,"12,34%",1488
gm.w. Raba Wyżna,nowotarski,692,52,598,1042,727,małopolskie,:,14789,1821,"12,31%",3111
gm.m-w. Brzostek,dębicki,635,36,447,803,587,podkarpackie,:,12944,1591,"12,29%",2508
gm.w. Łuków,łukowski,708,38,707,1280,832,lubelskie,:,18293,2240,"12,25%",3565
gm.w. Dąbrowa,mogileński,302,12,238,435,316,kujawsko-pomorskie,:,4607,562,"12,20%",1303
gm.w. Turek,turecki,454,53,561,1147,530,wielkopolskie,:,10152,1238,"12,19%",2745
gm.w. Wiśniew,siedlecki,247,15,222,425,262,mazowieckie,:,5774,703,"12,18%",1171
gm.w. Rozdrażew,krotoszyński,311,26,306,382,313,wielkopolskie,:,5151,626,"12,15%",1338
gm.w. Głowaczów,kozienicki,379,29,326,588,439,mazowieckie,:,7060,850,"12,04%",1761
gm.w. Zakrzewo,złotowski,276,26,246,426,335,wielkopolskie,:,4880,587,"12,03%",1309
gm.w. Wojcieszków,łukowski,390,14,221,444,305,lubelskie,:,6828,818,"11,98%",1374
gm.w. Jarocin,niżański,279,16,192,358,277,podkarpackie,:,5368,642,"11,96%",1122
gm.w. Zblewo,starogardzki,538,38,596,920,638,pomorskie,:,11959,1429,"11,95%",2730
gm.w. Tereszpol,biłgorajski,190,7,121,220,194,lubelskie,:,3876,461,"11,89%",732
gm.w. Radziłów,grajewski,271,9,154,261,216,podlaskie,:,4646,552,"11,88%",911
gm.w. Słopnice,limanowski,241,31,394,519,227,małopolskie,:,6815,805,"11,81%",1412
gm.w. Majdan Królewski,kolbuszowski,466,31,366,582,446,podkarpackie,:,9811,1157,"11,79%",1891
gm.w. Borzytuchom,bytowski,160,7,178,313,174,pomorskie,:,3399,398,"11,71%",832
gm.w. Potworów,przysuski,249,16,168,222,262,mazowieckie,:,4194,488,"11,64%",917
gm.w. Sorkwity,mrągowski,238,13,177,345,282,warmińsko-mazurskie,:,4480,521,"11,63%",1055
gm.w. Międzyrzec Podlaski,bialski,496,32,428,784,473,lubelskie,:,10426,1212,"11,62%",2213
gm.w. Rejowiec Fabryczny,chełmski,238,17,149,315,254,lubelskie,:,4210,489,"11,62%",973
gm.w. Lasowice Wielkie,kluczborski,417,27,312,492,333,opolskie,:,6803,790,"11,61%",1581
gm.w. Wąsosz,grajewski,243,5,97,177,194,podlaskie,:,3556,413,"11,61%",716
gm.w. Markusy,elbląski,200,21,223,446,251,warmińsko-mazurskie,:,4021,467,"11,61%",1141
gm.w. Szreńsk,mławski,263,16,136,265,282,mazowieckie,:,4070,472,"11,60%",962
gm.w. Gardeja,kwidzyński,443,44,367,720,550,pomorskie,:,8387,971,"11,58%",2124
gm.w. Osiek Mały,kolski,319,23,318,601,376,wielkopolskie,:,6152,711,"11,56%",1637
gm.w. Kościelisko,tatrzański,389,50,489,650,426,małopolskie,:,8867,1024,"11,55%",2004
gm.w. Cmolas,kolbuszowski,363,27,276,423,287,podkarpackie,:,8045,920,"11,44%",1376
gm.w. Serokomla,łukowski,226,7,118,201,212,lubelskie,:,3914,445,"11,37%",764
gm.w. Turośl,kolneński,283,13,148,304,166,podlaskie,:,5113,579,"11,32%",914
gm.w. Gromnik,tarnowski,400,28,321,547,377,małopolskie,:,8952,1011,"11,29%",1673
gm.w. Czarnia,ostrołęcki,151,6,71,135,120,mazowieckie,:,2472,278,"11,25%",483
gm.w. Serniki,lubartowski,267,17,162,307,189,lubelskie,:,4923,553,"11,23%",942
gm.w. Niedźwiedź,limanowski,288,24,225,433,321,małopolskie,:,7379,824,"11,17%",1291
gm.w. Brzyska,jasielski,284,22,287,491,273,podkarpackie,:,6523,724,"11,10%",1357
gm.w. Łabowa,nowosądecki,214,38,333,515,266,małopolskie,:,6115,676,"11,05%",1366
gm.w. Radgoszcz,dąbrowski,376,18,260,456,327,małopolskie,:,7453,823,"11,04%",1437
gm.w. Złotów,złotowski,519,60,461,873,627,wielkopolskie,:,10005,1097,"10,96%",2540
gm.w. Sierakowice,kartuski,740,86,973,1462,820,pomorskie,:,20361,2230,"10,95%",4081
gm.m-w. Piwniczna-Zdrój,nowosądecki,438,38,485,737,511,małopolskie,:,10520,1135,"10,79%",2209
gm.w. Bukowina Tatrzańska,tatrzański,610,50,525,883,603,małopolskie,:,13455,1451,"10,78%",2671
